;tool;sol_version;analysis;type;subtype;insecure;error;ground_truth
38;mythril-0.23.15;v4;source code;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
39;mythril-0.23.15;v4;source code;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
40;mythril-0.23.15;v4;source code;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
41;mythril-0.23.15;v4;source code;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
42;mythril-0.23.15;v4;source code;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
43;mythril-0.23.15;v4;source code;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
44;mythril-0.23.15;v4;source code;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
45;mythril-0.23.15;v4;source code;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
46;mythril-0.23.15;v4;source code;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
47;mythril-0.23.15;v4;source code;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
48;mythril-0.23.15;v5;source code;CreateBasedReentrancy;NonReentrant;0.0;0;0
49;mythril-0.23.15;v5;source code;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
50;mythril-0.23.15;v5;source code;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
51;mythril-0.23.15;v5;source code;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
52;mythril-0.23.15;v5;source code;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
53;mythril-0.23.15;v5;source code;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
54;mythril-0.23.15;v5;source code;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
55;mythril-0.23.15;v5;source code;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
56;mythril-0.23.15;v5;source code;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
57;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;NonReentrant;0.0;0;0
58;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
59;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
60;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
61;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
62;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
63;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
64;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
65;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
66;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
67;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
68;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
69;mythril-0.23.15;v5;source code;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
70;mythril-0.23.15;v5;source code;DelegatedReentrancy;NonReentrant;0.0;0;0
71;mythril-0.23.15;v5;source code;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
72;mythril-0.23.15;v5;source code;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
73;mythril-0.23.15;v5;source code;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
74;mythril-0.23.15;v5;source code;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
75;mythril-0.23.15;v5;source code;DelegatedReentrancy;SendFixedAddress;1.0;0;0
76;mythril-0.23.15;v5;source code;DelegatedReentrancy;SendUserDefinedAddress;1.0;0;0
77;mythril-0.23.15;v5;source code;DelegatedReentrancy;TransferFixedAddress;1.0;0;0
78;mythril-0.23.15;v5;source code;DelegatedReentrancy;TransferUserDefinedAddress;1.0;0;0
79;mythril-0.23.15;v5;source code;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
80;mythril-0.23.15;v5;source code;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
81;mythril-0.23.15;v5;source code;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
82;mythril-0.23.15;v5;source code;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
83;mythril-0.23.15;v5;source code;SameFunctionReentrancy;NonReentrant;0.0;0;0
84;mythril-0.23.15;v5;source code;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
85;mythril-0.23.15;v5;source code;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
86;mythril-0.23.15;v5;source code;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
87;mythril-0.23.15;v5;source code;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
88;mythril-0.23.15;v5;source code;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
89;mythril-0.23.15;v5;source code;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
90;mythril-0.23.15;v5;source code;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
91;mythril-0.23.15;v5;source code;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
92;mythril-0.23.15;v5;source code;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
93;mythril-0.23.15;v5;source code;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
94;mythril-0.23.15;v5;source code;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
95;mythril-0.23.15;v5;source code;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
96;mythril-0.23.15;v6;source code;CreateBasedReentrancy;NonReentrant;0.0;0;0
97;mythril-0.23.15;v6;source code;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
98;mythril-0.23.15;v6;source code;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
99;mythril-0.23.15;v6;source code;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
100;mythril-0.23.15;v6;source code;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
101;mythril-0.23.15;v6;source code;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
102;mythril-0.23.15;v6;source code;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
103;mythril-0.23.15;v6;source code;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
104;mythril-0.23.15;v6;source code;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
105;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;NonReentrant;0.0;0;0
106;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
107;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
108;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
109;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
110;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
111;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
112;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
113;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
114;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
115;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
116;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
117;mythril-0.23.15;v6;source code;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
118;mythril-0.23.15;v6;source code;DelegatedReentrancy;NonReentrant;0.0;0;0
119;mythril-0.23.15;v6;source code;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
120;mythril-0.23.15;v6;source code;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
121;mythril-0.23.15;v6;source code;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
122;mythril-0.23.15;v6;source code;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
123;mythril-0.23.15;v6;source code;DelegatedReentrancy;SendFixedAddress;1.0;0;0
124;mythril-0.23.15;v6;source code;DelegatedReentrancy;SendUserDefinedAddress;1.0;0;0
125;mythril-0.23.15;v6;source code;DelegatedReentrancy;TransferFixedAddress;1.0;0;0
126;mythril-0.23.15;v6;source code;DelegatedReentrancy;TransferUserDefinedAddress;1.0;0;0
127;mythril-0.23.15;v6;source code;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
128;mythril-0.23.15;v6;source code;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
129;mythril-0.23.15;v6;source code;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
130;mythril-0.23.15;v6;source code;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
131;mythril-0.23.15;v6;source code;SameFunctionReentrancy;NonReentrant;0.0;0;0
132;mythril-0.23.15;v6;source code;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
133;mythril-0.23.15;v6;source code;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
134;mythril-0.23.15;v6;source code;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
135;mythril-0.23.15;v6;source code;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
136;mythril-0.23.15;v6;source code;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
137;mythril-0.23.15;v6;source code;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
138;mythril-0.23.15;v6;source code;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
139;mythril-0.23.15;v6;source code;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
140;mythril-0.23.15;v6;source code;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
141;mythril-0.23.15;v6;source code;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
142;mythril-0.23.15;v6;source code;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
143;mythril-0.23.15;v6;source code;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
144;mythril-0.23.15;v7;source code;CreateBasedReentrancy;NonReentrant;0.0;0;0
145;mythril-0.23.15;v7;source code;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
146;mythril-0.23.15;v7;source code;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
147;mythril-0.23.15;v7;source code;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
148;mythril-0.23.15;v7;source code;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
149;mythril-0.23.15;v7;source code;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
150;mythril-0.23.15;v7;source code;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
151;mythril-0.23.15;v7;source code;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
152;mythril-0.23.15;v7;source code;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
153;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;NonReentrant;0.0;0;0
154;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
155;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
156;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
157;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
158;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
159;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
160;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
161;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
162;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
163;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
164;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
165;mythril-0.23.15;v7;source code;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
166;mythril-0.23.15;v7;source code;DelegatedReentrancy;NonReentrant;0.0;0;0
167;mythril-0.23.15;v7;source code;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
168;mythril-0.23.15;v7;source code;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
169;mythril-0.23.15;v7;source code;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
170;mythril-0.23.15;v7;source code;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
171;mythril-0.23.15;v7;source code;DelegatedReentrancy;SendFixedAddress;1.0;0;0
172;mythril-0.23.15;v7;source code;DelegatedReentrancy;SendUserDefinedAddress;1.0;0;0
173;mythril-0.23.15;v7;source code;DelegatedReentrancy;TransferFixedAddress;1.0;0;0
174;mythril-0.23.15;v7;source code;DelegatedReentrancy;TransferUserDefinedAddress;1.0;0;0
175;mythril-0.23.15;v7;source code;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
176;mythril-0.23.15;v7;source code;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
177;mythril-0.23.15;v7;source code;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
178;mythril-0.23.15;v7;source code;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
179;mythril-0.23.15;v7;source code;SameFunctionReentrancy;NonReentrant;0.0;0;0
180;mythril-0.23.15;v7;source code;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
181;mythril-0.23.15;v7;source code;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
182;mythril-0.23.15;v7;source code;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
183;mythril-0.23.15;v7;source code;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
184;mythril-0.23.15;v7;source code;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
185;mythril-0.23.15;v7;source code;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
186;mythril-0.23.15;v7;source code;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
187;mythril-0.23.15;v7;source code;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
188;mythril-0.23.15;v7;source code;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
189;mythril-0.23.15;v7;source code;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
190;mythril-0.23.15;v7;source code;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
191;mythril-0.23.15;v7;source code;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
192;mythril-0.23.15;v8;source code;CreateBasedReentrancy;NonReentrant;0.0;0;0
193;mythril-0.23.15;v8;source code;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
194;mythril-0.23.15;v8;source code;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
195;mythril-0.23.15;v8;source code;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
196;mythril-0.23.15;v8;source code;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
197;mythril-0.23.15;v8;source code;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
198;mythril-0.23.15;v8;source code;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
199;mythril-0.23.15;v8;source code;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
200;mythril-0.23.15;v8;source code;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
201;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;NonReentrant;0.0;0;0
202;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
203;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
204;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
205;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
206;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
207;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
208;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
209;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
210;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
211;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
212;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
213;mythril-0.23.15;v8;source code;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
214;mythril-0.23.15;v8;source code;DelegatedReentrancy;NonReentrant;0.0;0;0
215;mythril-0.23.15;v8;source code;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
216;mythril-0.23.15;v8;source code;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
217;mythril-0.23.15;v8;source code;DelegatedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
218;mythril-0.23.15;v8;source code;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
219;mythril-0.23.15;v8;source code;DelegatedReentrancy;SendFixedAddress;0.0;0;0
220;mythril-0.23.15;v8;source code;DelegatedReentrancy;SendUserDefinedAddress;0.0;0;0
221;mythril-0.23.15;v8;source code;DelegatedReentrancy;TransferFixedAddress;0.0;0;0
222;mythril-0.23.15;v8;source code;DelegatedReentrancy;TransferUserDefinedAddress;0.0;0;0
223;mythril-0.23.15;v8;source code;DelegatedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
224;mythril-0.23.15;v8;source code;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
225;mythril-0.23.15;v8;source code;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
226;mythril-0.23.15;v8;source code;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
227;mythril-0.23.15;v8;source code;SameFunctionReentrancy;NonReentrant;0.0;0;0
228;mythril-0.23.15;v8;source code;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
229;mythril-0.23.15;v8;source code;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
230;mythril-0.23.15;v8;source code;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
231;mythril-0.23.15;v8;source code;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
232;mythril-0.23.15;v8;source code;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
233;mythril-0.23.15;v8;source code;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
234;mythril-0.23.15;v8;source code;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
235;mythril-0.23.15;v8;source code;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
236;mythril-0.23.15;v8;source code;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
237;mythril-0.23.15;v8;source code;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
238;mythril-0.23.15;v8;source code;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
239;mythril-0.23.15;v8;source code;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
240;oyente;v4;source code;CreateBasedReentrancy;NonReentrant;0.0;0;0
241;oyente;v4;source code;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
242;oyente;v4;source code;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
243;oyente;v4;source code;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
244;oyente;v4;source code;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
245;oyente;v4;source code;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
246;oyente;v4;source code;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
247;oyente;v4;source code;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
248;oyente;v4;source code;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
249;oyente;v4;source code;CrossFunctionReentrancy;NonReentrant;0.0;0;0
250;oyente;v4;source code;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
251;oyente;v4;source code;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
252;oyente;v4;source code;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
253;oyente;v4;source code;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
254;oyente;v4;source code;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
255;oyente;v4;source code;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
256;oyente;v4;source code;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
257;oyente;v4;source code;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
258;oyente;v4;source code;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
259;oyente;v4;source code;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
260;oyente;v4;source code;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
261;oyente;v4;source code;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
